,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
8580053,IDYWYmEfF,2017-01-19 16:00:01,1402501,876526,54916,43526789,a,Mozilla,Desktop,0
12127287,IDHoyI7kg,2017-01-16 17:15:26,,655145,5602,43328787,a,IE,Mobile,0
7372948,ID87Xu0dF,2017-01-15 11:04:03,,160592,33638,555603,e,Edge,Tablet,0
1903300,IDHq0GGNv,2017-01-13 08:31:15,9914890,971874,23576,16150900,a,Edge,Tablet,0
5373621,IDufCFCWb,2017-01-11 16:47:41,8058938,507668,14822,20301556,b,Mozilla,Desktop,0
7303737,IDHXHN6ZV,2017-01-11 14:54:06,4150598,115512,8467,87903766,c,Chrome,Desktop,0
819718,IDIdI5HjU,2017-01-20 14:45:08,2723114,492812,40339,71040875,b,Mozilla,Desktop,0
10489610,IDeKVz5cd,2017-01-11 17:09:13,9493590,573446,5602,72451969,b,Firefox,Mobile,0
4642237,ID6TWdVXF,2017-01-18 07:44:55,2275131,989810,42227,49384126,a,Firefox,Mobile,0
10169774,IDEdFLL29,2017-01-19 02:28:03,3033732,339290,15912,44110614,a,Firefox,Mobile,0
3626034,IDjtJKCfy,2017-01-17 12:12:31,,35289,70424,26391770,d,Firefox,Mobile,0
5861944,IDrBkONMn,2017-01-11 17:56:51,3502651,560963,33638,74868704,b,Firefox,Mobile,0
7108658,IDThpybgW,2017-01-17 13:49:04,,816646,1678,78406516,b,,Desktop,0
5045637,IDomMShWz,2017-01-14 11:01:40,,727119,33033,36994522,a,Mozilla Firefox,Desktop,0
11513485,IDpK1Hpux,2017-01-10 18:02:42,1598188,443203,82877,33832190,d,Google Chrome,Mobile,1
5903015,IDe6yUW93,2017-01-17 10:08:17,1782525,993129,17714,29916445,b,Firefox,Mobile,0
4486997,IDFe269Tq,2017-01-12 09:04:53,9968979,264070,60582,26391770,a,Firefox,Mobile,0
4297636,IDpwcaDAB,2017-01-19 17:13:39,3261521,558109,82877,38492160,b,Google Chrome,Mobile,0
4473182,IDWnGFe22,2017-01-20 09:11:12,3990342,470933,56027,31388981,b,Google Chrome,Mobile,0
2667777,ID0TfNYUi,2017-01-18 17:19:06,,807976,3643,62834288,a,Edge,,0
2537569,ID3mj2ZNs,2017-01-14 14:21:36,6586518,32183,40339,43452411,e,InternetExplorer,Desktop,0
2244031,IDJUkgXzY,2017-01-16 14:20:37,8988291,930415,6436,22435216,e,Google Chrome,Mobile,0
4267130,IDG2aBHoe,2017-01-11 09:45:09,1466152,313719,87895,7122654,c,Mozilla Firefox,Desktop,0
1768031,IDLsvjaln,2017-01-15 14:59:06,7835330,711459,12052,39507200,b,,Mobile,0
1012068,IDH9BMCLV,2017-01-17 17:09:45,9287895,505385,30580,27723861,f,Firefox,Mobile,0
5126983,IDABr1SJH,2017-01-20 13:38:21,,956445,54916,7864011,b,Google Chrome,Mobile,0
11846195,ID4e8oxz9,2017-01-12 17:51:43,1697403,52043,67817,17687647,a,IE,Mobile,0
3534544,IDhl12AJ0,2017-01-13 02:49:47,3001123,41379,904,20301556,b,,Desktop,0
9546815,IDoS2iE39,2017-01-16 17:43:04,4431921,828249,82877,67290861,a,Google Chrome,Mobile,0
6222917,IDAswlArG,2017-01-11 12:23:49,8407860,744666,84974,74868704,b,Firefox,Mobile,0
2046872,IDWGpjO2Y,2017-01-10 13:19:31,,510281,82877,33832190,a,Mozilla,Desktop,0
11685406,IDj6dXlyJ,2017-01-12 18:19:03,6107521,423708,14960,78406516,b,Edge,Tablet,0
1855921,IDkMJ2WNp,2017-01-11 03:13:47,6201590,160178,97863,21117437,d,Firefox,Mobile,0
7127251,IDvP7ODXl,2017-01-19 17:11:53,1057320,337481,68947,7864011,c,Edge,Tablet,0
10659200,IDhlI3E7u,2017-01-14 16:59:50,3838729,38119,1678,51884201,c,,Desktop,0
9960822,IDXXwPiYh,2017-01-16 13:56:24,8454458,65294,12211,58163546,b,Firefox,Mobile,0
98109,IDOjK3Ixn,2017-01-13 11:16:28,9014985,550575,40339,43452411,b,Firefox,Mobile,0
5832625,IDmkKR7xv,2017-01-18 14:27:15,2257824,185036,41706,4000296,e,Mozilla Firefox,Desktop,0
7401580,IDUqNklD0,2017-01-11 11:24:28,6026766,498552,70191,20301556,a,Google Chrome,Mobile,0
832163,IDLxn3tRa,2017-01-12 15:32:10,8290751,859838,82877,33505809,e,Mozilla,Desktop,0
1953394,ID83TsNbV,2017-01-19 16:51:39,6200366,739493,33287,57977218,c,Firefox,Mobile,0
4242679,IDw3Vbx3U,2017-01-18 17:32:51,9303527,744512,46510,27723861,f,Firefox,Mobile,0
3448309,IDpTB4fIt,2017-01-13 16:36:07,7883467,598017,1678,91553313,b,Opera,Mobile,0
1489458,IDNCZauAT,2017-01-20 11:31:31,2033026,876871,40339,43452411,a,Mozilla Firefox,,0
10885414,IDrCqLNZZ,2017-01-13 17:39:37,1563278,596871,42227,21153737,b,Edge,Tablet,0
6555984,ID7GqBxFF,2017-01-16 13:32:45,3121032,575130,48498,30860214,b,Mozilla,Desktop,0
11471520,IDM8WUu7M,2017-01-19 17:52:23,4204216,485197,92902,80963339,a,Firefox,Mobile,0
2733914,IDjwU9bX3,2017-01-14 11:39:12,6184456,756285,11837,79474990,f,Edge,Tablet,0
5922885,IDCVRffWE,2017-01-14 16:31:14,8262888,794934,3643,555603,a,Edge,Tablet,0
2157726,ID4Vq2cMR,2017-01-12 14:47:41,8611851,558203,99178,49554217,a,Edge,,0
10589813,ID2Ulez4G,2017-01-13 16:06:54,8748884,442515,74263,74363610,e,Firefox,Mobile,0
5182431,IDap1utNF,2017-01-13 17:17:12,7285520,120302,25491,79474990,e,,Mobile,0
8617028,IDbpETKsC,2017-01-18 10:15:49,4627842,838384,11837,21153737,a,Edge,Tablet,0
1823029,IDQB8FIJK,2017-01-16 09:09:39,2107515,22905,17714,26391770,a,InternetExplorer,Desktop,0
10328607,IDqsTpOjC,2017-01-20 11:55:46,3760151,564229,40339,43452411,a,InternetExplorer,,0
5159155,IDkvIIRJu,2017-01-12 14:37:59,4828931,646592,1678,260443,a,Edge,Tablet,0
8939594,IDZ9FsSpL,2017-01-16 15:28:25,,604107,21380,69049912,a,Firefox,Mobile,0
7947757,ID6gg63tn,2017-01-18 16:22:10,1405597,663830,82877,33505809,e,Edge,Tablet,0
5425102,IDDd5FSLo,2017-01-18 05:55:55,3665704,234314,13412,77318092,a,Edge,Tablet,0
4491312,IDBgkKH79,2017-01-13 15:11:10,7407251,260606,42227,77046603,c,Google Chrome,Mobile,1
96734,IDkCckJZz,2017-01-20 08:57:53,4939736,800811,42227,79474990,a,Google Chrome,Mobile,0
2758613,ID6SlkLhv,2017-01-19 16:00:04,5256815,622848,904,94350426,c,Edge,,0
2327665,ID4KZOk1W,2017-01-11 07:01:28,6614293,38322,904,74363610,d,Firefox,Mobile,0
3877332,IDDlv2HJx,2017-01-12 16:35:03,8635209,182715,904,74363610,e,Mozilla Firefox,Desktop,0
2336236,IDfIpJ3Ah,2017-01-20 13:34:52,4870822,698942,26962,57977218,e,Mozilla Firefox,,0
7991987,IDWajj4kC,2017-01-10 08:29:26,6808902,310436,36768,78406516,b,Firefox,Mobile,0
8925685,IDgdgxVbU,2017-01-18 15:06:04,8198200,144214,95113,65017662,e,Mozilla,Desktop,0
9983463,IDZ08m8zu,2017-01-19 17:03:38,,859883,50088,7864011,f,Edge,Tablet,0
2778730,IDER6j6k0,2017-01-14 15:56:03,4459428,594951,20665,20301556,b,Mozilla Firefox,Desktop,0
8860894,IDuwt8XNT,2017-01-11 15:06:46,5783679,59704,25491,79474990,a,Mozilla Firefox,,0
4384469,ID5hw9doa,2017-01-14 13:55:24,,377948,87732,555603,b,InternetExplorer,Desktop,0
5838774,IDK41qTyd,2017-01-10 17:59:39,4172018,281944,40339,35888759,e,Edge,Tablet,0
10996704,IDjc0825h,2017-01-20 17:46:09,2991017,774249,73248,61940782,b,Mozilla Firefox,Desktop,0
12088193,IDzuIqIry,2017-01-15 09:29:51,5830430,574593,6906,99510044,f,Firefox,Mobile,0
11732970,ID3Lcjs7b,2017-01-10 18:59:09,6085075,423411,40339,43526789,c,,Mobile,0
10712316,ID6w5QDiW,2017-01-19 09:18:55,8613485,795425,99178,6171136,a,Firefox,Mobile,0
10360223,IDqjPQfQX,2017-01-19 17:01:35,4553277,340683,904,26391770,f,Mozilla,Desktop,0
1403750,IDVDjfdTA,2017-01-12 18:43:11,7488281,399712,6906,99510044,c,Edge,Tablet,0
5908878,IDXpts8pT,2017-01-15 14:49:27,2648492,352773,44388,26391770,c,Mozilla Firefox,Desktop,0
9119755,IDYcvGBhU,2017-01-14 08:39:01,9772568,965372,70409,47941469,b,Mozilla,Desktop,0
3861669,IDmNNE8KI,2017-01-20 10:56:11,545752,9253,42227,79474990,b,Edge,,0
5582642,IDHC1Skd4,2017-01-15 10:54:57,7146811,159932,54916,71716856,b,Firefox,Mobile,0
10443527,IDiJcYvDK,2017-01-16 15:25:31,8981845,974925,95113,1185845,a,Edge,Tablet,0
1417638,IDi6ZYI1X,2017-01-19 10:58:20,5810477,221712,3643,47079934,c,InternetExplorer,Desktop,1
9051382,ID1fL16Qz,2017-01-13 17:35:47,5501936,472937,30580,67147700,e,Edge,Tablet,0
11280166,IDhye6qmu,2017-01-11 08:51:52,9539060,921621,35046,31388981,b,Mozilla Firefox,,0
7314963,IDZ0wsmdY,2017-01-10 12:36:52,5107966,193441,92704,95441506,a,Edge,Tablet,0
1347892,IDRB1KEvV,2017-01-20 10:53:01,2580528,166813,41640,58604466,e,Firefox,Mobile,0
1307530,ID2FEhDg7,2017-01-16 15:06:53,5837077,855782,5602,74868704,b,Firefox,,0
1565133,IDTlf6Scf,2017-01-16 17:58:01,8354641,691781,84742,2835657,e,Firefox,Mobile,0
11875148,IDVDmh6fL,2017-01-10 16:07:50,5097097,741409,11837,88843407,d,Mozilla,,0
10604457,IDp9fhPYp,2017-01-11 05:39:44,2844852,380563,6906,98830533,a,InternetExplorer,Desktop,0
9351066,IDvlqgJOd,2017-01-19 09:59:31,564736,802407,45620,31388981,a,Edge,Tablet,0
1831964,IDLmXRDer,2017-01-17 17:53:28,862933,457630,92704,93157824,b,Firefox,,0
8588588,IDA87Vnhk,2017-01-15 12:45:12,1491016,872617,5602,93083104,b,IE,Mobile,0
4885761,IDXh3acty,2017-01-20 15:49:40,9682224,169412,40339,71040875,a,Edge,Tablet,0
4918487,IDAVmCvrf,2017-01-13 14:44:47,,58007,36768,78406516,e,Edge,Tablet,0
10732377,ID2Hc7R4w,2017-01-17 17:46:13,9987687,40073,835,26551485,f,Google Chrome,Mobile,0
2222683,IDP0wUm3z,2017-01-18 17:52:06,8197594,697762,33638,79906734,c,Mozilla Firefox,Desktop,0
2065576,ID96bKsAr,2017-01-16 10:10:52,6839606,809224,97103,25497095,f,Firefox,Mobile,0
8168940,IDkIHjjUG,2017-01-10 09:20:53,2192628,478742,42227,49384126,a,Firefox,Mobile,0
4639176,ID8J2rN7A,2017-01-16 16:54:47,8759268,328284,21407,80645978,c,Firefox,Mobile,0
9348620,IDYJyiQsh,2017-01-19 11:51:57,8969010,710920,40339,54526992,b,Firefox,Mobile,0
8220141,IDGn1Z9rb,2017-01-19 09:34:47,3549616,312450,93188,15961717,d,Mozilla,,0
10440599,ID3oOwy8c,2017-01-14 15:39:32,4653829,820608,40339,1436904,a,Mozilla,Desktop,0
1007295,ID8GLeOsv,2017-01-14 14:17:17,8119016,994780,42227,49384126,b,Edge,Tablet,0
9467474,IDWW63W0W,2017-01-12 10:26:19,9846602,879734,35368,57977218,a,Mozilla Firefox,Desktop,0
7079257,IDPcPIhsN,2017-01-13 14:08:02,5799800,677773,60316,20301556,b,Edge,Tablet,0
8036823,IDAXz1BMo,2017-01-20 17:25:51,9080966,280753,42227,96823930,b,Firefox,Mobile,0
3480784,ID43gyEqz,2017-01-18 17:32:42,6659734,893988,28416,2316522,b,Firefox,,0
10292085,IDLvd4i6b,2017-01-17 13:56:11,1329329,551238,35368,90093962,a,InternetExplorer,Desktop,1
3684992,IDVjznPax,2017-01-14 13:26:38,7872853,258264,68847,58163546,e,Edge,Tablet,0
6270818,IDM0mPvCl,2017-01-17 13:35:27,4959071,305246,5602,26461535,e,Internet Explorer,,0
4492848,IDriffxMA,2017-01-16 15:19:26,1388705,647110,80319,60460584,c,Firefox,Mobile,0
10253525,IDUqqqbzw,2017-01-17 08:59:35,9800939,655437,95113,92640312,f,InternetExplorer,Desktop,0
2073083,IDSMS4Xnr,2017-01-20 11:06:06,8698439,119666,904,94350426,b,Edge,Tablet,0
5361378,IDufeACRQ,2017-01-11 18:05:15,,389008,48498,55358028,a,Firefox,Mobile,0
7239000,IDffpYnhJ,2017-01-18 13:41:39,,999538,33287,9434818,a,,Mobile,0
7322418,ID6qfVYoN,2017-01-11 13:01:51,7450680,31867,34670,1569330,a,Edge,Tablet,0
6501854,IDnD5356t,2017-01-18 08:39:17,2447586,683458,80554,15322811,b,InternetExplorer,Desktop,0
1076673,IDwcAzhm1,2017-01-13 08:37:53,8476926,703693,82877,87807327,e,Mozilla,Desktop,0
10688413,ID3qFbRUc,2017-01-13 02:31:59,4220089,153112,8467,5716520,a,IE,Mobile,0
3516406,IDfdzmxyl,2017-01-13 12:27:05,1925311,657257,17714,74363610,b,Edge,Tablet,0
8336057,ID5ksDCj2,2017-01-15 05:46:39,8896401,557632,33638,27723861,a,Edge,Tablet,0
4086096,IDFWOdyYf,2017-01-18 15:34:13,4024107,969864,92704,93157824,b,Firefox,,0
9208960,IDH7HpoPn,2017-01-16 15:18:38,5536739,206671,34670,87807327,b,Edge,Tablet,0
6996748,ID0jp7FUg,2017-01-14 14:47:35,1356276,893112,904,20301556,b,Mozilla Firefox,Desktop,0
4850578,ID7sRDe6g,2017-01-12 14:30:28,,410453,84987,37135965,b,Mozilla Firefox,Desktop,0
9685070,IDrykFWKe,2017-01-16 08:25:13,7433207,231747,34670,78365183,b,Edge,Tablet,0
9397858,IDIvhxdw1,2017-01-19 07:41:11,,332242,40339,43452411,b,Edge,Tablet,0
11520060,IDSJDRqBe,2017-01-18 17:45:14,4890973,929590,15912,63767331,d,Edge,,0
11066208,IDv7rkXZc,2017-01-20 18:51:19,9765905,208992,904,58604466,b,Mozilla,Desktop,0
777215,IDkOtnrGl,2017-01-11 15:25:19,7769623,801020,8467,88843407,b,Edge,Tablet,0
7892954,IDUymgfxK,2017-01-20 15:18:23,5395373,849791,8467,30860214,d,Edge,Tablet,0
9813720,IDkFMLTue,2017-01-19 10:24:27,6772635,680783,42227,49384126,b,Edge,,0
9718279,IDTqSxODq,2017-01-13 12:49:21,2834344,636199,30580,67147700,a,Mozilla Firefox,Desktop,0
8387725,IDqVBz20R,2017-01-14 13:22:32,7907735,132483,43612,31533763,a,Edge,Tablet,0
10225592,IDuN4raoc,2017-01-14 15:57:11,2470421,787178,49810,92202445,a,,Mobile,0
11295701,ID1rlIIdC,2017-01-13 09:02:21,9145828,646339,73248,61940782,f,Edge,Tablet,0
4361437,IDxsYH485,2017-01-12 15:09:33,9891507,429846,52747,26391770,b,Edge,Tablet,0
10100276,IDB1ZsaQP,2017-01-15 15:40:36,8580088,785175,97807,58604466,b,Edge,Tablet,0
9261960,IDwc19atu,2017-01-18 12:17:34,7186875,365895,8467,90276693,b,Edge,Tablet,0
7947450,IDsrpIBB8,2017-01-17 15:57:10,,66408,3037,55358028,b,Firefox,Mobile,0
7741210,IDwtUJ1dz,2017-01-17 09:26:33,1422770,393746,43897,7122654,b,Edge,Tablet,0
6522883,IDk2eeEgn,2017-01-12 17:41:23,9295917,613836,12211,87903766,f,Edge,Tablet,0
9240027,IDpBn8cqI,2017-01-20 07:07:32,2476074,845338,97863,10280896,d,Google Chrome,Mobile,1
9568944,IDQH5nSlj,2017-01-16 09:34:08,,967771,48498,55358028,a,Internet Explorer,Tablet,0
2907343,ID40wWhQi,2017-01-17 13:32:22,,40019,80554,91553313,a,Mozilla Firefox,Desktop,0
398348,ID54ZHjx2,2017-01-14 12:49:14,6502092,171565,48498,55358028,a,Firefox,Mobile,0
2298347,IDyY38QIT,2017-01-19 16:21:55,8770960,728899,48498,5716520,b,Firefox,Mobile,0
9053167,IDZ9ohcfK,2017-01-14 02:14:11,496247,244202,95113,37236044,b,Edge,Tablet,0
9670044,ID1Geg1kl,2017-01-12 03:28:15,1598188,245518,82877,38492160,b,Edge,Tablet,0
10335660,IDukkYA4J,2017-01-16 09:28:40,3549616,190991,80554,74868704,b,Firefox,Mobile,0
10534723,IDPF0KcV8,2017-01-18 09:51:13,2071921,532054,40339,7122654,e,Edge,Tablet,0
7507091,ID3UJWBvr,2017-01-13 08:15:06,9248112,255231,82877,67290861,b,Firefox,Mobile,0
7991647,IDQDoz6we,2017-01-15 10:35:41,4925211,332242,40339,43452411,e,,Mobile,0
4038472,IDz2Vdfa3,2017-01-17 14:33:25,4096480,439257,14345,67290861,a,IE,Mobile,0
8849115,IDKIkelYh,2017-01-17 11:13:04,8923301,695054,82877,94344196,d,Chrome,,1
1406725,IDShmKG9v,2017-01-17 14:58:55,4299919,507993,73248,30860214,b,Edge,Tablet,0
7921302,IDBZHbB0K,2017-01-15 12:34:10,846230,975745,48498,93157824,b,Edge,Tablet,0
8818852,IDpwlMx62,2017-01-17 17:47:25,3032554,368100,70424,91553313,a,Google Chrome,Mobile,0
2954754,IDn3loYMd,2017-01-17 17:54:16,1535258,405334,73248,17488931,b,Mozilla Firefox,Desktop,0
4496520,IDSAc5wwS,2017-01-14 10:36:24,7483802,258099,82877,67290861,b,Mozilla,Desktop,0
3871166,ID7BMs7bl,2017-01-10 10:13:51,9585677,480545,92704,87213653,f,Mozilla,Desktop,0
9561710,IDIpwMK8s,2017-01-17 11:06:20,8466763,313250,9764,50595884,b,Edge,Tablet,0
4627749,IDKdn1yyx,2017-01-15 05:32:30,4547991,330936,34670,1569330,c,Edge,Tablet,0
11748540,IDKPv4vUt,2017-01-14 10:06:52,4720945,784105,6906,71165566,b,Mozilla,Desktop,0
4101401,IDcybDLu5,2017-01-18 05:44:38,3665704,902066,42227,22419907,a,Edge,Tablet,0
1987428,IDupRuQw5,2017-01-11 18:11:46,7238068,500930,904,74363610,b,Opera,Mobile,0
5273084,IDaVDNuFz,2017-01-20 13:35:05,4646989,783153,21407,9434818,c,Chrome,Desktop,1
12072735,ID34auqEZ,2017-01-12 18:28:58,1465372,804188,33638,67290861,b,Mozilla,Desktop,0
10688751,IDfcEDq7Z,2017-01-18 11:39:59,5402952,726008,20322,95302954,a,Firefox,Mobile,0
2068349,IDYnQbMZs,2017-01-12 18:41:03,1244847,332242,40339,43452411,b,Mozilla,,0
1667060,IDbHae9Da,2017-01-18 17:00:35,8374821,281334,17714,26391770,b,Firefox,,0
6487748,IDhHfwROr,2017-01-16 17:34:51,1466152,511944,73248,57977218,c,Firefox,Mobile,0
1069873,IDTzmcAVN,2017-01-12 13:49:24,,726052,53956,43770446,d,Firefox,Mobile,0
9239993,IDCwlch0C,2017-01-16 14:19:34,3196302,525564,6906,99510044,f,InternetExplorer,Desktop,0
7839981,IDwiUi0zw,2017-01-17 16:45:39,4682170,95718,64452,4783924,b,Firefox,Mobile,0
2737779,IDhLbDokD,2017-01-12 17:09:56,1161720,683540,73248,83960204,c,Edge,Tablet,0
4570804,IDlemeFDm,2017-01-16 16:26:18,3013899,691819,6906,99510044,c,Mozilla,Desktop,0
8035161,IDb1Kd93C,2017-01-12 18:28:04,3757186,529453,10345,33683592,b,Mozilla Firefox,Desktop,0
6186049,IDpkvAChi,2017-01-15 18:47:43,2082413,710307,40339,43452411,d,,Tablet,0
5961836,ID4W2mD8O,2017-01-19 10:05:55,7023255,291102,41706,16943535,e,Edge,Tablet,0
5934806,IDLHhf5jC,2017-01-15 11:57:47,8527301,226556,10345,26461535,b,Edge,Tablet,0
3312020,IDxWcwJ5e,2017-01-14 16:24:43,,75694,45620,31388981,b,Safari,,0
1926713,ID1HzQAwo,2017-01-13 15:32:25,9321555,425705,82877,67290861,b,Mozilla,Desktop,0
2925226,IDHKFdfRV,2017-01-10 09:31:23,505459,282878,82877,38492160,b,Firefox,Mobile,0
10496402,IDupaEGIf,2017-01-13 11:06:36,6804636,130231,56811,51330651,d,Edge,Tablet,0
1993809,IDuxUKaa5,2017-01-20 08:42:31,4821217,717574,3643,555603,b,Firefox,Mobile,0
8302167,ID7YNxhcD,2017-01-20 14:03:31,7423302,768004,42227,30860214,e,Firefox,Mobile,0
8238863,IDTfx9mXK,2017-01-12 10:54:24,4488235,504608,6906,99510044,a,Mozilla Firefox,,0
1599318,IDfO3EU6A,2017-01-18 10:06:21,9253128,61307,53956,48626108,f,Mozilla,Desktop,0
10076987,IDOcndqDq,2017-01-18 12:26:50,4718957,439383,30580,27723861,b,Edge,Tablet,0
10237794,IDiy0Ov4S,2017-01-20 11:02:54,8737840,8702,10345,33683592,b,IE,Mobile,0
10639153,IDeUCQZ1L,2017-01-20 11:12:18,5367777,241106,97863,3156697,e,InternetExplorer,Desktop,0
3500200,IDKpcBPR3,2017-01-12 12:45:12,3039169,917465,42227,43179292,c,Mozilla Firefox,Desktop,0
1791336,IDio2IcvQ,2017-01-19 13:07:00,9066930,587164,96184,57500672,b,InternetExplorer,,0
10838388,IDtFfhpUx,2017-01-20 13:07:49,7939607,692867,97863,63837330,b,Edge,,0
11764639,IDAyTQXsA,2017-01-12 17:17:02,,332242,40339,43452411,b,Edge,Tablet,0
342530,IDlrLWfGa,2017-01-16 09:46:35,1950289,649066,1678,93157824,b,Edge,Tablet,0
3706653,IDXRAw9AP,2017-01-10 13:36:09,5259031,564271,82877,38492160,a,Edge,Tablet,0
6801598,IDtWfYBBm,2017-01-11 10:12:50,6569618,996516,53956,69514806,b,Edge,,0
10572436,IDIUKuBqS,2017-01-12 17:32:27,8462548,228739,80554,49302500,a,Edge,Tablet,0
902042,IDyvj3YYL,2017-01-20 16:25:27,5772048,781028,48498,30860214,c,Edge,Tablet,0
11321866,IDsTXuRBS,2017-01-10 12:56:46,5051551,415411,68847,95302954,b,Mozilla Firefox,Desktop,0
11097833,IDifHhx2D,2017-01-20 11:58:31,9053845,246032,8467,15961717,a,,Tablet,0
1923128,IDJByXyp2,2017-01-12 14:06:40,7008697,847449,2308,26391770,b,Internet Explorer,Tablet,0
9358188,IDaySPFBq,2017-01-18 10:38:55,,382045,42227,49384126,e,Firefox,Mobile,0
9679712,IDSeKcWqq,2017-01-19 03:56:13,8096073,281094,99178,6171136,a,Mozilla Firefox,Desktop,0
8015219,IDZdOUMg9,2017-01-18 16:49:16,7147868,216231,80554,17488931,b,Firefox,Mobile,0
7781983,ID02U9kPZ,2017-01-17 17:00:00,601796,294986,35549,27723861,a,Edge,Tablet,0
6859532,IDFPfclDZ,2017-01-10 17:37:25,6317686,884106,34670,20116446,b,Firefox,Mobile,0
6538975,IDaaOfFpN,2017-01-17 15:42:00,7661311,666040,26966,83909736,a,Mozilla Firefox,Desktop,0
10195233,IDsmnSeDO,2017-01-15 02:50:03,4347518,219265,93286,47079934,b,Mozilla,,0
10620165,IDm3GjL0x,2017-01-20 08:11:50,3564191,448014,87732,18481500,b,,,0
11980377,ID1l1RzLt,2017-01-18 09:31:42,584524,304176,1678,76464134,b,Edge,Tablet,0
909539,IDYDHnklM,2017-01-14 11:51:16,9835131,171657,96313,31261303,d,InternetExplorer,Desktop,0
1727734,IDJy2Uqa3,2017-01-14 08:04:04,1103003,191702,14960,74868704,b,Firefox,Mobile,0
8539477,ID3kFgpOR,2017-01-15 10:15:58,5716357,790236,15124,99558603,b,Edge,Tablet,0
7105029,IDJpTtwMV,2017-01-11 16:25:46,1249298,186184,68947,54526992,b,Chrome,Desktop,0
29323,IDCPfUlP8,2017-01-20 08:54:53,4626247,463446,42227,43179292,b,Edge,,0
7145768,IDmeHWhpi,2017-01-10 15:24:19,1349250,117092,42227,1436904,a,Edge,Tablet,0
10659147,IDEtiV2Mw,2017-01-14 16:11:45,9682132,854341,989,20301556,b,Firefox,Mobile,0
11045117,IDMJmIVua,2017-01-13 08:33:32,7471277,963494,42227,30860214,b,,Mobile,0
5262479,IDFDsRRho,2017-01-13 14:21:30,6093000,519960,70384,20301556,b,Chrome,Desktop,0
8437845,IDk22q7zY,2017-01-20 13:01:28,4101601,818952,42227,95013373,c,Edge,,0
11813673,ID3TIsK8B,2017-01-18 16:24:58,3862851,780568,80319,48626108,b,Edge,Tablet,0
7827135,IDSJRHVqQ,2017-01-12 18:12:05,3223223,998533,5602,42073648,b,Edge,Tablet,0
4440033,IDX04GdWL,2017-01-20 08:51:16,7264122,63807,82396,67147700,e,Firefox,,0
10766298,IDIq9fhdw,2017-01-20 16:21:47,5067374,182447,904,26391770,a,Mozilla Firefox,Desktop,0
4646617,IDwdoVOln,2017-01-17 15:51:52,3378841,814549,5602,76683174,e,IE,Mobile,0
10653436,IDjqRMCOm,2017-01-17 17:44:45,3743855,696899,17118,59584425,d,Firefox,Mobile,0
2147995,IDE6RZ241,2017-01-16 10:41:38,2430907,257246,92704,93157824,a,Firefox,Mobile,0
5305556,IDindWVVZ,2017-01-10 17:52:51,8257235,524299,62416,43770446,b,Mozilla,Desktop,0
6170894,IDfU6trY1,2017-01-20 12:36:59,,942506,42227,49384126,b,Firefox,Mobile,0
2326405,IDG0Pgr7P,2017-01-13 11:40:42,1614972,332342,92704,93157824,b,Firefox,Mobile,0
2750006,IDg3I2FZX,2017-01-20 14:27:23,,798777,54916,72749645,b,Edge,Tablet,0
6956859,IDCiE4ltI,2017-01-13 14:40:47,,564229,40339,43452411,b,Edge,Tablet,0
2553618,IDwRhcXkZ,2017-01-10 17:41:58,784901,109532,53956,9434818,d,Mozilla Firefox,Desktop,0
7998940,IDjHFOAEp,2017-01-20 14:37:23,1378821,943208,23576,45446370,f,Firefox,Mobile,0
7178495,IDz6TMmYN,2017-01-20 14:21:18,7421970,499828,21380,65017662,a,Firefox,Mobile,0
4202149,ID1r0WKtX,2017-01-11 18:05:40,8963885,497268,54343,30349169,e,Firefox,Mobile,0
7134223,IDXMkSMzp,2017-01-13 09:39:00,9732114,971222,42227,1189152,a,Edge,Tablet,0
1728588,IDJ8JELL0,2017-01-15 13:05:37,6062158,115336,904,74363610,b,Chrome,Desktop,0
9526393,IDVCFcxko,2017-01-16 16:38:23,1782354,148943,54343,3638268,e,Firefox,Mobile,0
4154914,IDfkwIyZ6,2017-01-17 16:43:05,1360442,614444,26849,30860214,c,Mozilla Firefox,Desktop,0
2995098,IDUZhlXFb,2017-01-11 16:18:03,5989090,272295,98552,16150900,a,Firefox,Mobile,0
6752451,ID6nJpS1N,2017-01-11 19:42:42,3502651,499214,6906,99510044,a,Edge,Tablet,0
7775341,IDMbN6Gel,2017-01-11 11:59:44,2764231,94347,26849,18243870,c,Edge,Tablet,0
7865272,IDM1sNnrz,2017-01-19 16:15:46,1402501,929706,15124,99558603,a,Edge,Tablet,0
10586805,IDJGPIgNC,2017-01-13 15:46:56,6885650,516686,42227,43770446,b,Mozilla Firefox,Desktop,0
5216866,IDWjK7g4Z,2017-01-19 08:27:04,755017,669177,82877,38492160,f,IE,Mobile,0
8477226,IDgzWv3vJ,2017-01-17 16:25:33,,57799,45620,31388981,a,Mozilla,Desktop,0
5992769,IDW7kIW6f,2017-01-18 15:42:03,,159189,23576,16150900,a,Firefox,Mobile,0
9258316,IDKf0zTSl,2017-01-15 12:01:15,1467597,358943,34670,1569330,e,Firefox,Mobile,0
379717,IDYkh6cvb,2017-01-17 15:46:30,8007448,396523,89522,27578501,b,Google Chrome,Mobile,0
9871698,ID8N6jxk7,2017-01-13 13:54:02,5347687,352641,6906,99510044,b,Internet Explorer,Tablet,1
